id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
257,37, Private,166193, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
258,27, Private,124614, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States
259,45, Private,188998, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States
260,17, Private,318025, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States
261,67, Local-gov,102690, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States
262,45, Private,431245, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
263,25, Private,140669, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
264,20, Private,47039, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
265,33, Private,45796, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
266,33, Private,182714, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
267,21, Private,22149, HS-grad,9, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States
268,60, Private,193864, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States
269,45, Private,205816, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States
270,41, Self-emp-not-inc,34037, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States
271,35, Private,211494, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,8614,0,40, ?
272,38, Private,27408, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States
273,43, Self-emp-not-inc,138872, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
274,20, State-gov,318382, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
275,47, Private,155107, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
276,19, Private,291181, 9th,5, Never-married, Other-service, Own-child, White, Female,0,0,50, Mexico
277,23, Private,358355, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, Mexico
278,51, Private,171275, 7th-8th,4, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Peru
279,44, Self-emp-not-inc,193882, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
280,42, Private,478373, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
281,42, Private,153489, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
282,27, Private,203160, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,28, United-States
283,48, Local-gov,121124, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States
284,25, Private,192302, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States
285,37, Local-gov,156261, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States
286,40, State-gov,105936, Prof-school,15, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
287,35, Private,60227, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
288,62, Self-emp-not-inc,97950, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,6, United-States
289,39, Private,191103, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States
290,42, Private,165815, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
291,51, Private,114758, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States
292,60, Private,215591, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
293,20, ?,117210, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States
294,46, Private,201694, Assoc-acdm,12, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
295,35, Private,306388, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States
296,42, Private,63596, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States
297,28, Private,209109, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
298,47, Private,257824, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
299,36, Private,250224, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, United-States
300,30, Private,246439, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
301,36, Private,321274, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
302,58, Local-gov,153914, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States
303,35, Private,208259, 10th,6, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,36, United-States
304,48, Local-gov,125892, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
305,38, Federal-gov,365430, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States
306,63, Private,355459, 12th,8, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,35, United-States
307,42, Private,143208, 7th-8th,4, Divorced, Other-service, Unmarried, White, Female,0,0,40, ?
308,55, Private,218456, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States
309,39, Private,224541, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
310,51, Private,123429, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States
311,48, Private,164200, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
312,41, Private,175398, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States
313,45, Private,264514, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines
314,59, ?,168079, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,35, United-States
315,19, Private,318061, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,80, United-States
316,58, Self-emp-not-inc,98015, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,32, United-States
317,31, Private,192660, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States
318,58, Private,126104, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0,65, United-States
319,22, Private,150336, Some-college,10, Divorced, Tech-support, Other-relative, White, Female,0,0,40, United-States
320,49, Private,289707, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,0,0,60, United-States
321,49, Private,27802, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States
322,26, Private,217517, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,2885,0,40, United-States
323,59, Self-emp-not-inc,381965, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1740,80, United-States
324,31, Private,151053, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,34, United-States
325,47, Local-gov,232149, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States
326,41, Self-emp-inc,214247, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,60, United-States
327,44, Private,299197, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States
328,37, Private,123361, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States
329,25, Private,80220, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
330,51, Federal-gov,85815, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States
331,33, Private,212980, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
332,26, State-gov,106491, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States
333,43, Self-emp-not-inc,52131, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States
334,38, Private,131288, Assoc-voc,11, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States
335,35, Private,194496, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States
336,59, Private,532969, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, Nicaragua
337,64, Private,271559, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,30, Columbia
338,22, Local-gov,111697, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States
339,34, Private,123291, 10th,6, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States
340,41, Self-emp-not-inc,167081, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,55, United-States
341,48, Self-emp-not-inc,121424, Bachelors,13, Separated, Tech-support, Not-in-family, White, Male,0,0,50, United-States
342,61, Private,202060, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,34, United-States
343,39, Private,116546, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
344,21, ?,33087, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,50, United-States
345,63, Federal-gov,160473, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
346,82, Self-emp-inc,220667, 7th-8th,4, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
347,49, Private,186706, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,7688,0,40, United-States
348,37, State-gov,373699, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
349,33, Private,454717, Some-college,10, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States
350,24, Federal-gov,332194, 9th,5, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States
351,36, Local-gov,254202, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, Germany
352,17, Private,197186, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,24, United-States
353,31, Private,93326, Some-college,10, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States
354,34, Private,442656, 11th,7, Never-married, Sales, Unmarried, White, Female,0,0,65, Guatemala
355,40, Private,121466, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States
356,41, Private,187795, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, United-States
357,52, Local-gov,72036, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,25, United-States
358,25, Private,410009, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
359,44, Self-emp-inc,60087, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
360,36, Private,390243, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States
361,38, Self-emp-not-inc,180477, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States
362,22, Private,181557, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, United-States
363,32, Private,181665, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,50, United-States
364,90, Private,227796, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,6097,0,45, United-States
365,37, Private,201247, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
366,48, Private,185039, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
367,38, Private,101833, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,40, United-States
368,19, Private,37085, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States
369,58, Local-gov,36091, Masters,14, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States
370,27, Private,247507, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
371,33, Self-emp-inc,348326, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
372,39, Local-gov,52401, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States
373,27, Private,81648, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
374,41, Self-emp-inc,136986, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
375,23, Private,233280, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,8614,0,70, United-States
376,26, Private,174592, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States
377,49, Private,91608, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
378,41, Private,311101, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
379,46, Private,73541, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
380,53, Self-emp-not-inc,93449, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India
381,21, Private,293726, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States
382,54, Private,200450, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
383,31, Private,137978, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
384,26, Private,186454, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,4650,0,40, Vietnam
385,35, Private,70282, HS-grad,9, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States
386,52, Private,93127, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, United-States
387,54, Private,133403, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,35, United-States
388,40, Private,110732, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States
389,37, Private,110013, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States
390,62, Private,199021, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,54, United-States
391,62, Private,175032, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States
